loss,accuracy,val_loss,val_accuracy,lr
0.4903397262096405,0.8733333349227905,0.25967004895210266,0.9331398606300354,0.001
0.3192497193813324,0.9091458320617676,0.17456157505512238,0.9605770707130432,0.001
0.3027836084365845,0.9150708317756653,0.2053496390581131,0.950657308101654,0.001
0.29436784982681274,0.917787492275238,0.21360628306865692,0.9433839917182922,0.001
0.2887199819087982,0.9194208383560181,0.19338226318359375,0.9499402642250061,0.001
0.28357720375061035,0.9209874868392944,0.18081682920455933,0.9516134262084961,0.001
0.21859824657440186,0.938795804977417,0.1400565207004547,0.962045431137085,0.00020000001
0.19434630870819092,0.942104160785675,0.12312333285808563,0.9643332958221436,0.00020000001
0.18784691393375397,0.9424625039100647,0.1222154051065445,0.9687553644180298,0.00020000001
0.18409383296966553,0.9431833624839783,0.12876513600349426,0.9585794806480408,0.00020000001
0.17931821942329407,0.9451000094413757,0.10014902055263519,0.9716066122055054,0.00020000001
0.1767486333847046,0.9460416436195374,0.11188410222530365,0.9648113250732422,0.00020000001
0.1751192808151245,0.9468541741371155,0.11626758426427841,0.9630869030952454,0.00020000001
0.17416641116142273,0.9468791484832764,0.115755096077919,0.9679187536239624,0.00020000001
0.17028486728668213,0.9485333561897278,0.1143597885966301,0.963360071182251,0.00020000001
0.14776644110679626,0.9570333361625671,0.0961759015917778,0.974492073059082,4.0000003e-05
0.13949577510356903,0.9592000246047974,0.09006720036268234,0.9750725626945496,4.0000003e-05
0.13483911752700806,0.9601708054542542,0.08816621452569962,0.9748335480690002,4.0000003e-05
0.13102664053440094,0.9612208604812622,0.0917384922504425,0.9732286334037781,4.0000003e-05
0.12917645275592804,0.9614624977111816,0.08228663355112076,0.9760286808013916,4.0000003e-05
0.1268610954284668,0.9616041779518127,0.08361037820577621,0.9764213562011719,4.0000003e-05
0.12407407909631729,0.9627416729927063,0.08305460959672928,0.9746627807617188,4.0000003e-05
0.12290466576814651,0.9624333381652832,0.07668744027614594,0.9792385101318359,4.0000003e-05
0.12271531671285629,0.9628166556358337,0.07911829650402069,0.9780604243278503,4.0000003e-05
0.11990221589803696,0.9630416631698608,0.07714780420064926,0.9777872562408447,4.0000003e-05
0.1193118765950203,0.9633874893188477,0.08119262754917145,0.9759262204170227,4.0000003e-05
0.11816315352916718,0.9635375142097473,0.0741652101278305,0.9768482446670532,4.0000003e-05
0.11628352105617523,0.9642208218574524,0.08169036358594894,0.9764896631240845,4.0000003e-05
0.11644450575113297,0.9641541838645935,0.08197642117738724,0.9753286838531494,4.0000003e-05
0.11549222469329834,0.9638291597366333,0.0771370679140091,0.9758408665657043,4.0000003e-05
0.1144707202911377,0.964662492275238,0.0776921808719635,0.9753969311714172,4.0000003e-05
0.10754244774580002,0.9670500159263611,0.07796046137809753,0.9762164950370789,8.000001e-06
0.10618852823972702,0.9675750136375427,0.07397215813398361,0.9777189493179321,8.000001e-06
0.10494433343410492,0.9679750204086304,0.07215289026498795,0.9775823950767517,8.000001e-06
0.10386797040700912,0.9682708382606506,0.074288509786129,0.9771384596824646,8.000001e-06
0.1045060083270073,0.9679375290870667,0.07152864336967468,0.9791702032089233,8.000001e-06
0.1030677929520607,0.9682916402816772,0.07144008576869965,0.977821409702301,8.000001e-06
0.10302654653787613,0.968375027179718,0.07410963624715805,0.977070152759552,8.000001e-06
0.1024143174290657,0.9683416485786438,0.07239620387554169,0.9772579669952393,8.000001e-06
0.1032555028796196,0.9683625102043152,0.07396533340215683,0.9775311350822449,8.000001e-06
0.09999698400497437,0.9691916704177856,0.07367858290672302,0.9774287343025208,1.6000001e-06
0.10052192956209183,0.9691208600997925,0.0690159872174263,0.9790678024291992,1.6000001e-06
0.10110141336917877,0.9692458510398865,0.0720289871096611,0.9780433773994446,1.6000001e-06
0.1012943834066391,0.9687416553497314,0.07273518294095993,0.9776507019996643,1.6000001e-06
0.1008470207452774,0.9692916870117188,0.06896915286779404,0.9793068170547485,1.6000001e-06
0.09852539002895355,0.9698458313941956,0.06824500858783722,0.9791873097419739,1.6000001e-06
0.10013685375452042,0.9695916771888733,0.07300139218568802,0.9782482385635376,1.6000001e-06
0.10014523565769196,0.9695125222206116,0.0721122995018959,0.9777360558509827,1.6000001e-06
0.10013426840305328,0.9695791602134705,0.06969505548477173,0.978879988193512,1.6000001e-06
0.09952699393033981,0.9697041511535645,0.06988630443811417,0.9787946343421936,1.6000001e-06
0.09964114427566528,0.9699083566665649,0.07122841477394104,0.978333592414856,1e-06
0.09925051033496857,0.9698916673660278,0.07001049071550369,0.9788970351219177,1e-06
0.09828116744756699,0.9699000120162964,0.07116331160068512,0.9786068201065063,1e-06
0.09855414927005768,0.9700208306312561,0.07192495465278625,0.9784018993377686,1e-06
0.0996982604265213,0.9691083431243896,0.07188078761100769,0.9783848524093628,1e-06
0.09890308976173401,0.969545841217041,0.06935399025678635,0.9793580174446106,1e-06
